"season","yr","mnth","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","cnt","predictions"
"2","0","3","0","2",1,"1",0.441667,0.440642,0.624583,0.22575,2703,3118.91916464646
"4","1","10","0","5",1,"2",0.563333,0.537896,0.815,0.134954,5424,5623.42193333334
"1","1","3","0","0",0,"1",0.325833,0.303021,0.403333,0.334571,3423,3507.47032598971
"3","0","8","0","3",1,"1",0.766667,0.684983,0.424167,0.200258,4780,4744.40195106438
"2","1","3","0","4",1,"1",0.554167,0.531567,0.83125,0.117562,6871,6398.64787552405
"3","0","7","0","5",1,"1",0.848333,0.840896,0.580417,0.1331,3387,3890.79964200938
"1","1","2","0","5",1,"2",0.280833,0.293558,0.54,0.116929,3831,3766.09652722567
"4","1","11","0","6",0,"1",0.389167,0.393937,0.645417,0.0578458,6536,6013.0435
"1","0","1","0","1",1,"1",0.196364,0.189405,0.437273,0.248309,1349,1486.1758924793
"3","0","6","0","2",1,"1",0.744167,0.692558,0.634167,0.144283,4648,4635.22166696099
"2","0","5","0","5",1,"1",0.681667,0.637008,0.65375,0.240679,4679,4723.69768089606
"2","1","3","0","2",1,"1",0.323333,0.315654,0.29,0.187192,5102,4804.68514340937
"1","1","1","0","4",1,"1",0.19,0.190038,0.4975,0.220158,3292,2798.46422680387
"2","1","6","0","4",1,"1",0.648333,0.624383,0.569583,0.253733,7363,7229.82862341256
"3","0","9","0","6",0,"2",0.491667,0.478512,0.718333,0.189675,4511,4421.52964795205
"3","0","7","0","0",0,"1",0.83,0.794829,0.550833,0.169171,3606,3917.74573131313
"1","0","3","0","2",1,"1",0.266667,0.263879,0.535,0.216425,1851,2002.16360670996
"4","0","11","0","4",1,"2",0.341667,0.323221,0.575833,0.305362,3053,3251.66417802198
"3","0","6","0","4",1,"1",0.696667,0.637008,0.434167,0.185312,5515,5241.45810929013
"2","0","5","0","5",1,"2",0.5125,0.4943,0.863333,0.179725,4105,3970.98701940837
"2","0","4","0","6",0,"3",0.430833,0.425492,0.888333,0.340808,795,1520.8054047619
"3","1","6","0","6",0,"1",0.731667,0.652792,0.534583,0.179721,7458,7276.06122451405
"3","1","9","0","6",0,"2",0.753333,0.702654,0.638333,0.113187,6140,6552.48972332831
"4","0","10","0","4",1,"1",0.494167,0.480425,0.620833,0.134954,4765,4651.71899758378
"1","1","1","0","0",0,"1",0.3375,0.340258,0.465,0.191542,3425,3612.85200614844
"3","1","7","0","5",1,"1",0.781667,0.734217,0.594583,0.152992,6904,6659.25370541135
"2","0","6","0","1",1,"1",0.635,0.601654,0.494583,0.30535,5020,4997.48236390977
"4","1","11","0","2",1,"2",0.291667,0.281558,0.786667,0.237562,3959,3988.16197255441
"2","0","4","0","6",0,"2",0.3425,0.341529,0.8775,0.133083,2455,2363.99882857143
"2","1","4","0","2",1,"1",0.466667,0.461483,0.396667,0.100133,6772,6388.50190174442
"3","1","9","0","0",0,"2",0.696667,0.649,0.815,0.0640708,5810,6045.63011343102
"2","0","5","1","1",0,"1",0.733333,0.671092,0.685,0.131225,4098,4348.95627337662
"3","1","7","0","6",0,"3",0.595833,0.549912,0.865417,0.2133,4459,4404.55761904762
"2","0","6","0","6",0,"1",0.696667,0.643954,0.670417,0.119408,5119,5109.24202340829
"2","1","6","0","5",1,"2",0.654167,0.607962,0.755417,0.237563,4127,5051.58902832723
"2","1","5","0","3",1,"2",0.656667,0.611129,0.67,0.134329,6855,6650.40481106116
"3","0","9","0","1",1,"1",0.644348,0.60213,0.692174,0.088913,4713,4778.59393049458
"1","0","1","0","2",1,"2",0.216667,0.232333,0.861667,0.146775,683,1065.08107476646
"1","0","2","0","0",0,"1",0.316522,0.324113,0.457391,0.260883,1589,1811.32048409091
"4","1","10","0","4",1,"2",0.6575,0.607975,0.722917,0.117546,7328,7045.23854835165
"2","0","4","0","5",1,"2",0.3,0.283454,0.68625,0.258708,2227,2224.77771341991
"1","1","2","0","1",1,"1",0.2225,0.227913,0.41125,0.167283,3422,2970.35591904762
"1","0","2","0","2",1,"2",0.192174,0.23453,0.829565,0.053213,1360,1400.94358775347
"3","1","8","0","4",1,"1",0.706667,0.652779,0.590417,0.0771167,7713,7550.43783993492
"2","0","4","0","5",1,"1",0.51,0.497463,0.457083,0.240063,4595,4386.26070660728
"2","1","3","0","3",1,"2",0.531667,0.513258,0.82125,0.0895583,6230,6129.88938571429
"1","1","1","0","5",1,"2",0.425,0.415383,0.74125,0.342667,3456,3684.87060335249
"2","1","3","0","5",1,"2",0.601667,0.570067,0.694167,0.1163,8362,7304.22485800866
"3","1","6","0","5",1,"1",0.834167,0.786613,0.48875,0.165417,5463,5651.42564206349
"2","0","3","0","3",1,"2",0.3,0.29735,0.646667,0.172888,1536,1997.694115892
"1","0","1","0","5",1,"1",0.1775,0.157833,0.457083,0.353242,1543,1540.07721556733
"1","0","3","0","0",0,"1",0.3325,0.32575,0.47375,0.207721,2471,2242.05147536075
"4","1","11","1","1",0,"1",0.485,0.475383,0.741667,0.173517,6269,6068.27287142857
"3","1","7","0","6",0,"1",0.755833,0.697604,0.613333,0.15735,6685,6741.25713793396
"3","0","7","0","1",1,"1",0.7625,0.729804,0.635833,0.282337,4086,4295.26230477994
"2","1","6","0","2",1,"2",0.653333,0.597875,0.833333,0.214546,4972,5019.41822912088
"1","0","3","0","6",0,"1",0.329167,0.32575,0.594583,0.220775,2132,2180.08228964646
"4","0","11","1","5",0,"1",0.324167,0.306817,0.44625,0.314675,3368,3210.8305
"2","1","4","0","4",1,"1",0.3975,0.387604,0.46625,0.290429,5409,5456.66404166666
"1","1","3","0","0",0,"2",0.4725,0.464,0.81,0.126883,5892,5560.95738333333
"1","0","2","0","0",0,"1",0.343478,0.351109,0.68,0.125248,2402,2169.72606367244
"2","1","4","0","1",1,"2",0.464167,0.457696,0.57,0.171638,5572,5388.15735952381
"2","0","4","0","0",0,"2",0.581667,0.551763,0.810833,0.192175,4191,4201.05242200577
"4","0","11","0","3",1,"3",0.456667,0.451988,0.93,0.136829,1817,2204.40367575758
"1","0","2","0","4",1,"1",0.186957,0.177878,0.437826,0.277752,1550,1586.29758272006
"1","1","12","0","6",0,"1",0.265833,0.236113,0.44125,0.407346,1749,2083.33894285714
"2","1","4","0","5",1,"1",0.526667,0.515775,0.694583,0.149871,7290,6920.89747146177
"3","1","8","0","5",1,"1",0.723333,0.2424,0.570833,0.231354,7148,6562.88020232366
"1","1","2","0","5",1,"2",0.4075,0.410971,0.7375,0.237567,3487,3758.79615573344
"2","1","6","0","6",0,"1",0.631667,0.594708,0.504167,0.166667,7702,7579.64481614298
"2","1","6","0","6",0,"1",0.583333,0.566288,0.549167,0.186562,8120,7773.72562828117
"4","0","10","0","5",1,"2",0.330833,0.318812,0.585833,0.229479,3747,3530.20356153128
"3","1","7","0","0",0,"1",0.8225,0.790396,0.57375,0.125629,4672,5258.83685952381
"4","0","11","0","5",1,"1",0.274167,0.272721,0.41,0.168533,3392,3364.53798295985
"3","1","7","0","0",0,"2",0.6675,0.623125,0.7625,0.0939208,7410,6592.87406884227
"4","1","12","0","3",1,"1",0.3325,0.342162,0.625417,0.184092,5267,5208.89547632551
"4","1","11","0","1",1,"1",0.313333,0.339004,0.535417,0.04665,5087,4864.7228931735
"4","0","10","0","6",0,"1",0.521667,0.513242,0.70125,0.0454042,5409,5269.95084177987
"3","0","8","0","5",1,"1",0.7,0.659733,0.76125,0.0839625,4661,4653.44302836584
"2","0","5","0","1",1,"2",0.549167,0.532833,0.73,0.183454,4401,4380.72173474859
"3","0","7","0","0",0,"1",0.805833,0.729796,0.480833,0.164813,4302,4429.60330480859
"1","0","1","0","3",1,"1",0.226957,0.22927,0.436957,0.1869,1600,1602.35671159907
"2","1","4","0","1",1,"1",0.433913,0.427513,0.504348,0.312139,5936,5880.47877606742
"1","0","1","0","4",1,"2",0.261667,0.25505,0.538333,0.195904,1927,1851.14481565657
"3","0","7","0","6",0,"1",0.738333,0.667308,0.444583,0.115062,5119,5214.28918100462
"1","1","3","0","2",1,"1",0.565,0.542929,0.6175,0.23695,5847,5864.89195637075
"3","1","8","0","1",1,"2",0.7525,0.710246,0.654167,0.129354,7013,6880.69092050172
"4","1","11","0","4",1,"1",0.352174,0.341891,0.333478,0.347835,5315,5122.94897170153
"1","1","3","0","2",1,"1",0.560833,0.538533,0.807917,0.121271,6093,6108.13832895209
"1","0","3","0","4",1,"3",0.389091,0.385668,0,0.261877,623,1422.31150555555
"3","1","8","0","5",1,"1",0.764167,0.6894,0.5875,0.168533,7350,7092.17093289641
"3","1","6","0","0",0,"1",0.743333,0.674254,0.479167,0.145525,6891,6791.2713590612
"4","0","10","0","0",0,"1",0.421667,0.422333,0.74125,0.0995125,4381,4074.17475701358
"2","1","3","0","6",0,"2",0.5025,0.486733,0.885417,0.192783,3372,4279.94841190476
"2","1","4","0","0",0,"1",0.5,0.492425,0.275833,0.232596,5169,5803.39740561661
"2","0","5","0","4",1,"1",0.535,0.523363,0.7475,0.189667,4864,4683.18189957738
"1","0","2","0","5",1,"1",0.189091,0.213509,0.506364,0.10855,1746,1651.1580258658
"2","0","5","0","2",1,"2",0.616667,0.582079,0.697083,0.342667,4451,4316.19954506605
"3","1","9","0","6",0,"2",0.659167,0.611121,0.799167,0.281104,5976,5864.59507435898
"1","1","2","1","1",0,"1",0.28,0.273391,0.507826,0.229083,3129,3181.34802049062
"4","1","11","0","2",1,"2",0.343333,0.323225,0.662917,0.342046,4094,4313.08755478884
"3","1","8","0","3",1,"1",0.706667,0.654037,0.619583,0.169771,7347,7308.05035501854
"4","1","12","0","5",1,"1",0.281667,0.294192,0.642917,0.131229,5611,5325.42964509562
"3","0","9","0","3",1,"2",0.595,0.550533,0.9,0.0964042,4352,4002.64607900433
"3","0","6","0","0",0,"1",0.68,0.637629,0.513333,0.0945333,5305,5179.89505270995
"2","1","4","1","1",0,"1",0.664167,0.614925,0.561667,0.284829,6370,6369.73124916389
"4","0","10","0","0",0,"1",0.319167,0.321329,0.62375,0.176617,3331,3474.43884748976
"2","0","4","0","6",0,"2",0.315,0.315637,0.65375,0.197146,2252,2371.32952857143
"1","1","1","0","2",1,"1",0.3425,0.349108,0.835833,0.123767,4339,4036.44214646477
"4","0","10","0","6",0,"3",0.254167,0.227913,0.8825,0.351371,627,1238.69066666667
"3","0","8","0","4",1,"1",0.711667,0.662258,0.654583,0.233208,3805,4259.04604386291
"2","0","5","0","4",1,"2",0.530833,0.510742,0.829583,0.108213,4575,4399.53272219447
"1","0","1","0","6",0,"2",0.165,0.162254,0.535833,0.266804,959,1162.93898472317
"3","0","8","0","3",1,"2",0.731667,0.679937,0.6575,0.135583,3574,4108.25193290043
"3","0","7","0","5",1,"2",0.709167,0.670483,0.757917,0.225129,4040,4213.58858513708
"1","1","1","0","6",0,"1",0.393333,0.390779,0.531667,0.174758,4521,4448.87724793182
"2","0","4","0","1",1,"1",0.606667,0.5745,0.776667,0.185333,4073,4126.55413784271
"3","1","8","0","1",1,"2",0.635833,0.595967,0.734167,0.129979,6530,6299.31177778888
"2","0","6","0","3",1,"1",0.775833,0.727279,0.622083,0.136817,4401,4497.09652670867
"1","1","1","0","4",1,"2",0.341667,0.35605,0.769583,0.0733958,4075,3877.47279436981
"3","1","8","0","5",1,"2",0.7025,0.6471,0.615,0.0721458,7582,7368.35337848818
"4","0","10","0","4",1,"2",0.589167,0.551804,0.896667,0.141787,2913,3390.74716190476
"2","1","6","0","3",1,"1",0.554167,0.542292,0.61125,0.077125,7055,7093.55604305711
"2","0","4","0","2",1,"2",0.505833,0.489258,0.665833,0.157971,3204,3704.38658366633
"4","1","11","0","6",0,"2",0.343333,0.323846,0.49125,0.270529,5138,5068.01297608144
"1","0","1","0","5",1,"2",0.196522,0.208839,0.498696,0.168726,1510,1503.84819863105
"2","0","4","0","5",1,"2",0.336667,0.321954,0.729583,0.219521,1683,2124.64945786436
"1","0","1","0","4",1,"1",0.195,0.2197,0.6875,0.113837,431,1009.69806284271
"2","1","6","0","2",1,"2",0.540833,0.525892,0.613333,0.209575,7001,6569.48287142857
"2","1","4","0","1",1,"2",0.321667,0.301125,0.766667,0.303496,3214,3643.0665004662
"1","1","2","0","5",1,"1",0.313333,0.309346,0.526667,0.178496,4151,4028.68649176311
"2","0","5","0","1",1,"1",0.5775,0.550512,0.787917,0.126871,3958,4236.76254125711
"1","1","2","0","0",0,"2",0.265833,0.264521,0.687917,0.175996,2947,2890.88616969697
"4","1","11","0","5",1,"1",0.345,0.347204,0.524583,0.171025,5698,5561.20244569764
"3","0","8","0","3",1,"1",0.656667,0.611121,0.597917,0.0833333,5058,5072.01878888414
"3","1","7","0","6",0,"2",0.703333,0.666042,0.699167,0.143679,6969,6753.89557715227
"4","0","11","0","5",1,"2",0.403333,0.403392,0.6225,0.271779,4046,3793.73028851541
"1","1","3","0","3",1,"1",0.404167,0.3851,0.513333,0.345779,4916,4565.83389954683
"4","0","9","0","5",1,"2",0.609167,0.522125,0.9725,0.0783667,2395,3124.83842536908
"2","0","6","0","2",1,"1",0.7075,0.65595,0.597917,0.187808,4833,4846.00082899469
"3","1","8","0","3",1,"1",0.685,0.635733,0.552083,0.112562,7697,7460.75561033969
"3","0","9","0","1",1,"2",0.549167,0.529675,0.69,0.151742,4539,4451.6503972028
"2","1","5","0","4",1,"2",0.56,0.537242,0.768333,0.133696,6421,6145.82051954712
"4","0","11","0","1",1,"1",0.53,0.524612,0.587083,0.306596,4486,4425.1807909588
"3","0","6","0","5",1,"1",0.724167,0.656583,0.573333,0.222025,4991,4941.99147079317
"3","0","9","0","0",0,"1",0.5075,0.490537,0.695,0.178483,4274,4508.73904382807
"2","0","6","0","3",1,"1",0.626667,0.587754,0.471667,0.167912,5180,5135.25309955746
"4","0","11","0","2",1,"2",0.53,0.507579,0.68875,0.199633,4195,4174.2325504662
"4","0","11","1","4",0,"1",0.373333,0.372471,0.549167,0.167304,1495,2513.79855897436
"4","1","12","0","0",0,"2",0.3475,0.359208,0.823333,0.124379,4649,4391.05383809524
"1","1","12","0","5",1,"2",0.253333,0.255046,0.59,0.155471,3095,2942.80141715241
"1","0","1","0","2",1,"1",0.2,0.212122,0.590435,0.160296,1562,1502.52008237829
"2","0","5","0","0",0,"1",0.528333,0.518933,0.631667,0.0746375,4333,4655.48008472116
"4","0","11","0","2",1,"2",0.458333,0.451375,0.830833,0.258092,2914,3072.81220213675
"2","1","5","0","6",0,"1",0.6,0.566908,0.45625,0.083975,8294,7759.9483632018
"1","1","1","0","1",1,"2",0.224167,0.247479,0.701667,0.0989,2376,2599.03106597026
"2","0","5","0","4",1,"1",0.459167,0.441917,0.444167,0.295392,4433,4243.01810597572
"4","0","10","0","0",0,"1",0.511667,0.503154,0.486667,0.281717,5041,4917.9821130155
"3","0","8","0","0",0,"1",0.707059,0.647959,0.561765,0.304659,4334,4583.06382781279
"4","1","12","0","1",1,"2",0.435833,0.435575,0.925,0.190308,5170,4762.38835555555
"1","1","1","0","0",0,"2",0.1625,0.16225,0.79625,0.199638,1977,2136.49654761905
"2","0","3","0","6",0,"1",0.265833,0.257571,0.394167,0.209571,2496,2361.348629329
"3","0","8","0","1",1,"1",0.771667,0.703292,0.550833,0.156717,4266,4427.9595388737
"2","1","4","0","5",1,"1",0.4425,0.431808,0.408333,0.155471,6398,6283.57184686825
"4","0","12","0","6",0,"1",0.275,0.266412,0.5075,0.233221,3190,3198.23787440174
"3","0","8","0","4",1,"2",0.71,0.664788,0.7575,0.19715,4576,4351.6259461039
"3","0","9","0","5",1,"2",0.469167,0.461475,0.590417,0.164183,4760,4427.54585466201
"2","0","3","0","1",1,"1",0.264348,0.257574,0.302174,0.212204,2028,2239.46002197802
"2","1","5","0","5",1,"1",0.533333,0.520833,0.360417,0.236937,7030,6789.96156978233
"1","1","3","0","5",1,"2",0.353333,0.359842,0.657083,0.144904,3194,3656.38249648974
"1","1","1","0","4",1,"1",0.265833,0.278412,0.524167,0.129987,3272,3365.44965097415
"2","1","6","0","4",1,"1",0.6025,0.569442,0.567083,0.15735,7494,7415.21961313311
"2","1","6","0","3",1,"1",0.655833,0.611117,0.582083,0.343279,7421,7122.46263106047
"1","1","1","0","0",0,"1",0.2825,0.272721,0.31125,0.24005,3243,3225.12922490746
"4","1","11","0","1",1,"2",0.380833,0.375621,0.623333,0.235067,5499,5198.07282374488
"4","0","12","0","4",1,"1",0.3125,0.305554,0.524583,0.220158,3727,3545.45486567158
"3","1","9","1","1",0,"1",0.7075,0.661629,0.790833,0.151121,6034,6145.38562156863
"4","0","10","0","6",0,"2",0.41,0.412863,0.75375,0.292296,2429,2881.62479230769
"2","1","3","0","0",0,"2",0.4375,0.437488,0.880833,0.220775,4996,4676.69121111111
"1","1","3","0","1",1,"1",0.243333,0.241171,0.50625,0.228858,3333,3122.63025644645
"3","1","7","1","3",0,"1",0.789167,0.732337,0.53875,0.13495,7403,6806.6217404762
"1","1","2","0","3",1,"1",0.469167,0.466538,0.507917,0.189067,4579,4874.15306148459
"4","0","10","0","1",1,"2",0.384167,0.392046,0.760833,0.0833458,3570,3570.98519169001
"1","0","1","0","2",1,"2",0.169091,0.191464,0.686364,0.122132,1263,1276.56504063948
"2","0","5","0","6",0,"2",0.520833,0.500629,0.9225,0.13495,3409,3568.00952775003
"4","1","11","0","6",0,"1",0.325,0.326383,0.545417,0.179729,5629,5331.72987398258
"2","0","4","0","0",0,"2",0.426667,0.426737,0.8575,0.146767,2895,2981.90662222222
"1","0","2","0","6",0,"1",0.2825,0.282192,0.537917,0.186571,1969,1898.41925869408
"3","0","9","0","4",1,"3",0.633913,0.555361,0.939565,0.192748,1842,2710.85101726191
"3","1","9","0","3",1,"1",0.599167,0.570075,0.577083,0.131846,7870,7716.65219117725
"3","0","8","0","6",0,"1",0.6975,0.648996,0.674167,0.104467,5191,5118.53600728618
"1","0","2","0","3",1,"1",0.221739,0.245717,0.423043,0.094113,1917,1879.11153419914
"3","0","8","0","6",0,"2",0.685833,0.645858,0.729583,0.211454,4150,4284.00722839938
"1","1","3","0","6",0,"2",0.414167,0.413492,0.62125,0.161079,4066,4259.8619
"4","1","10","0","0",0,"2",0.4775,0.467771,0.694583,0.398008,4459,4889.54700854701
"4","1","11","0","0",0,"1",0.420833,0.421713,0.659167,0.1275,6852,6145.95300793651
"3","0","9","0","4",1,"1",0.655,0.614921,0.639167,0.141796,5115,5000.41975353616
"4","1","10","0","5",1,"1",0.615,0.580187,0.6275,0.10635,8156,7779.66609106266
"3","0","9","0","4",1,"2",0.5775,0.553671,0.709167,0.271146,3659,3961.41117998668
"4","1","11","1","4",0,"1",0.34,0.350371,0.580417,0.0528708,2425,3521.78445969586
"1","0","1","0","0",0,"1",0.138333,0.116175,0.434167,0.36195,822,1124.91500111833
"3","0","8","0","6",0,"2",0.68,0.635556,0.85,0.375617,1115,2366.67969545454
"2","0","5","0","4",1,"1",0.708333,0.654688,0.6775,0.199642,4677,4701.2585281488
"4","0","10","0","6",0,"1",0.506667,0.498725,0.483333,0.258083,5217,5084.9312174222
"2","1","6","0","1",1,"2",0.720833,0.659721,0.587917,0.207713,6664,6506.84032136753
"3","1","8","0","3",1,"1",0.7175,0.667308,0.6775,0.141179,7580,7291.36512716685
"1","0","12","0","3",1,"1",0.29913,0.279974,0.503913,0.293961,2302,2120.58596031746
"1","0","1","0","4",1,"1",0.204348,0.233209,0.518261,0.0895652,1606,1552.43450099301
"1","0","12","1","1",0,"1",0.321739,0.315535,0.506957,0.239465,1317,1743.43483650794
"3","1","7","0","1",1,"1",0.781667,0.702038,0.447083,0.195267,6227,6367.31442766158
"1","1","3","0","4",1,"1",0.485833,0.475371,0.615417,0.226987,4990,5275.14997552611
"2","1","6","0","0",0,"1",0.6025,0.575133,0.493333,0.184087,7641,7453.03690727276
"4","0","12","0","3",1,"2",0.3175,0.338362,0.66375,0.0609583,3740,3627.4516812449
"4","1","11","0","5",1,"1",0.368333,0.378779,0.56875,0.148021,3910,4676.48219597292
"1","1","1","0","6",0,"1",0.315833,0.326379,0.543333,0.210829,4023,3892.87878285246
"1","0","1","0","1",1,"1",0.150833,0.150888,0.482917,0.223267,1321,1485.59137133933
"1","0","1","0","3",1,"1",0.172727,0.160473,0.599545,0.304627,1162,1546.8417854086
"1","0","1","0","4",1,"1",0.165,0.150883,0.470417,0.301,1406,1469.14497400889
"1","0","1","0","5",1,"1",0.16087,0.188413,0.537826,0.126548,1421,1490.27271239272
"1","0","1","1","1",0,"2",0.175833,0.176771,0.5375,0.194017,1000,1440.13437969165
"1","0","1","0","0",0,"1",0.0965217,0.0988391,0.436522,0.2466,986,1165.56614808802
"1","0","1","0","1",1,"1",0.0973913,0.11793,0.491739,0.15833,1416,1430.18626273449
"1","0","1","0","3",1,"3",0.2175,0.2036,0.8625,0.29385,506,1207.59662491076
"1","0","1","0","0",0,"1",0.216522,0.250322,0.722174,0.0739826,1096,1492.36893152958
"1","0","2","0","6",0,"2",0.233333,0.243058,0.929167,0.161079,1005,1344.05659126984
"1","0","2","0","1",1,"1",0.271667,0.303658,0.738333,0.0454083,1712,2130.21818506493
"1","0","2","0","2",1,"1",0.266087,0.254274,0.314348,0.291374,1815,1934.23647633478
"1","0","2","0","3",1,"1",0.318261,0.3162,0.423478,0.251791,2115,2038.6188588108
"1","0","2","0","6",0,"1",0.399167,0.391404,0.187917,0.507463,1635,2376.38687255539
"1","0","2","1","1",0,"2",0.303333,0.284075,0.605,0.307846,1107,1806.28074908104
"1","0","2","0","4",1,"2",0.295652,0.289191,0.697391,0.250496,1807,1764.64854516595
"1","0","2","0","1",1,"2",0.407273,0.400118,0.876364,0.289686,1446,2334.49649706083
"1","0","3","0","3",1,"1",0.335,0.320071,0.449583,0.307833,2134,2191.17954321789
"1","0","3","0","5",1,"2",0.261667,0.255679,0.610417,0.203346,1944,2030.96835701754
"1","0","3","0","6",0,"2",0.384167,0.378779,0.789167,0.251871,2077,1945.66521212121
"1","0","3","0","1",1,"1",0.261739,0.238461,0.551304,0.341352,1872,1890.7497
"1","0","3","0","2",1,"1",0.2925,0.3024,0.420833,0.12065,2133,2164.76076623377
"1","0","3","0","3",1,"2",0.295833,0.286608,0.775417,0.22015,1891,1833.62242123111
"1","0","3","0","5",1,"2",0.316522,0.305,0.649565,0.23297,1977,2000.94935398724
"1","0","3","0","2",1,"2",0.317391,0.318178,0.655652,0.184309,2056,1920.1626111301
"1","0","3","0","4",1,"1",0.415,0.410333,0.602917,0.209579,2744,2733.69049401155
"1","0","3","0","6",0,"1",0.4725,0.466525,0.379167,0.368167,3117,3740.93106064214
"2","0","3","0","1",1,"2",0.430435,0.409735,0.737391,0.288783,2077,2890.52251723511
"2","0","3","0","3",1,"2",0.346957,0.337939,0.839565,0.234261,2121,2210.35737996127
"2","0","3","0","2",1,"1",0.3025,0.292908,0.314167,0.226996,2425,2525.92650194805
"2","0","3","0","4",1,"3",0.268333,0.257575,0.918333,0.217646,1685,1683.97207575757
"2","0","4","0","1",1,"1",0.573333,0.542929,0.42625,0.385571,3115,4173.80757660428
"2","0","4","0","2",1,"2",0.414167,0.39835,0.642083,0.388067,1795,2768.77905714286
"2","0","4","0","3",1,"1",0.390833,0.387608,0.470833,0.263063,2808,3226.98822857143
"2","0","4","0","5",1,"2",0.335833,0.324479,0.83625,0.226992,1471,2210.12251341991
"2","0","4","0","1",1,"2",0.595652,0.565217,0.716956,0.324474,3348,4071.10831288711
"2","0","4","0","2",1,"2",0.5025,0.493054,0.739167,0.274879,2034,3940.11775812521
"2","0","4","0","0",0,"1",0.456667,0.445696,0.479583,0.303496,3744,3763.72774365079
"2","0","4","0","6",0,"2",0.46,0.450121,0.887917,0.230725,4036,3027.27403809524
"2","0","4","0","4",1,"2",0.6175,0.578929,0.700833,0.320908,4058,4058.87524622045
"2","0","4","0","6",0,"1",0.4725,0.464021,0.503333,0.235075,5312,4303.26777590188
"2","0","5","0","2",1,"2",0.561667,0.538529,0.837917,0.277354,4123,4196.6073023532
"2","0","5","0","0",0,"1",0.604167,0.5745,0.749583,0.148008,4660,4739.27965456243
"2","0","5","0","2",1,"2",0.66,0.604813,0.740833,0.207092,4492,4497.50340458986
"2","0","5","0","0",0,"1",0.6675,0.61555,0.81875,0.213938,4788,4466.0205531746
"2","0","5","0","2",1,"1",0.775,0.725383,0.636667,0.111329,3982,4631.59028305788
"2","0","6","0","3",1,"2",0.764167,0.720967,0.677083,0.207092,3974,4334.48019804927
"2","0","6","0","4",1,"1",0.715,0.643942,0.305,0.292287,4968,4981.0195424812
"2","0","6","0","5",1,"1",0.62,0.587133,0.354167,0.253121,5312,5112.67744522845
"2","0","6","0","6",0,"1",0.635,0.594696,0.45625,0.123142,5342,5358.20893160598
"2","0","6","0","1",1,"1",0.678333,0.621858,0.6,0.121896,4548,4857.63551109592
"2","0","6","0","4",1,"2",0.808333,0.757579,0.568333,0.149883,3915,4501.68697496124
"2","0","6","0","2",1,"1",0.604167,0.591546,0.507083,0.269283,4891,5120.27630323711
"2","0","6","0","0",0,"2",0.699167,0.645846,0.666667,0.102,4744,4850.87654069264
"2","0","6","0","1",1,"2",0.635,0.595346,0.74625,0.155475,4010,4474.83528951049
"3","0","6","0","2",1,"2",0.680833,0.637646,0.770417,0.171025,4835,4463.85526688312
"3","0","6","0","4",1,"2",0.728333,0.693833,0.703333,0.238804,4790,4288.72459869862
"3","0","6","0","1",1,"2",0.6825,0.637004,0.658333,0.107588,4708,4694.98274949495
"3","0","7","0","5",1,"1",0.7225,0.652162,0.39625,0.102608,5362,4967.80185194642
"3","0","7","0","0",0,"2",0.716667,0.668575,0.6825,0.228858,4649,4629.47548275613
"3","0","7","0","2",1,"1",0.746667,0.696338,0.590417,0.126258,4665,4584.68030084002
"3","0","7","0","4",1,"1",0.75,0.686871,0.65125,0.1592,4592,4592.50640254616
"3","0","7","0","0",0,"1",0.7475,0.690025,0.578333,0.183471,4881,4544.07190295628
"3","0","7","0","4",1,"1",0.680833,0.635104,0.47625,0.240667,5084,4973.6384329578
"3","0","7","0","5",1,"1",0.663333,0.624371,0.59125,0.182833,5538,4974.07250137966
"3","0","7","0","2",1,"1",0.776667,0.747479,0.650417,0.1306,4541,4442.71686584724
"3","0","7","0","4",1,"2",0.815,0.826371,0.69125,0.222021,3784,4233.17096630324
"3","0","7","0","6",0,"1",0.849167,0.804287,0.5,0.131221,3285,4498.72187727697
"3","0","7","0","1",1,"1",0.743333,0.720958,0.757083,0.0908083,3840,4447.59612159091
"3","0","7","0","2",1,"1",0.771667,0.696979,0.540833,0.200258,4590,4604.29388896391
"3","0","7","0","5",1,"1",0.838333,0.785967,0.5425,0.174138,3846,4141.26863384393
"3","0","7","0","6",0,"1",0.804167,0.728537,0.465833,0.168537,4475,4802.95595606217
"3","0","8","0","4",1,"1",0.7175,0.651521,0.42375,0.164796,4792,5000.95566585065
"3","0","8","0","0",0,"2",0.676667,0.624388,0.8175,0.222633,3820,4094.05571767677
"3","0","8","0","1",1,"1",0.665833,0.616167,0.712083,0.208954,4338,4575.44618794105
"3","0","8","0","2",1,"1",0.700833,0.645837,0.578333,0.236329,4725,4760.69046782392
"3","0","8","0","3",1,"1",0.673333,0.630692,0.605,0.253108,5130,4737.40531830864
"3","0","8","0","4",1,"2",0.684167,0.645854,0.771667,0.210833,3542,4115.08539545454
"3","0","9","0","5",1,"2",0.643333,0.604808,0.727083,0.139929,4727,4443.50092536907
"3","0","9","0","6",0,"1",0.669167,0.633213,0.716667,0.185325,4484,5010.47223960182
"3","0","9","0","2",1,"3",0.54,0.5152,0.886957,0.343943,2710,3238.1724077381
"3","0","9","0","3",1,"3",0.599167,0.544229,0.917083,0.0970208,1996,3523.10367483767
"3","0","9","0","0",0,"1",0.653333,0.609229,0.71375,0.115054,5046,4924.52642716139
